confidence,feature_proportion,n_clusters,n_samples,lpd (ht) (mean),lpd (nb) (mean),acc (ht-no dd) (mean),acc (nb-no dd) (mean),acc (ht-dd) (mean),acc (nb-dd) (mean),f1 (ht-no dd) (mean),f1 (nb-no dd) (mean),f1 (ht-dd) (mean),f1 (nb-dd) (mean),mtr (mean),mtfa (mean),mtd (mean),mdr (mean),drifts (mean),lpd (ht) (std),lpd (nb) (std),acc (ht-no dd) (std),acc (nb-no dd) (std),acc (ht-dd) (std),acc (nb-dd) (std),f1 (ht-no dd) (std),f1 (nb-no dd) (std),f1 (ht-dd) (std),f1 (nb-dd) (std),mtr (std),mtfa (std),mtd (std),mdr (std),drifts (std),count
0.1,0.01,3,100,0.00074162977924576,0.0007844755673785001,0.3058823529411765,0.3002437957116959,0.6614140151278365,0.6763243108082765,0.2824474041486233,0.2644454333478672,0.6584203030594857,0.6732240435138952,15.421584120664699,167.1210264882381,23.4,0.0,479.6,1.9317667428544322e-05,1.92535603857439e-05,0.0,0.0,0.002325761998391366,0.001894453775364037,0.0,0.0,0.002148435976532853,0.0016372633343724869,16.19752631745356,3.892538173934591,16.18409713267935,0.0,10.13903348450926,5
0.1,0.01,3,250,0.0017922984923184199,0.0018512789402999,0.3058823529411765,0.3002437957116959,0.6766393698818528,0.6832056010501969,0.2824474041486233,0.2644454333478672,0.6686017370835533,0.6753647663916504,5.695795515741018,388.45563858024934,89.4,0.0,207.0,5.23969800888496e-05,5.322150910715018e-05,0.0,0.0,0.0012029893049599282,0.0011132493332399664,0.0,0.0,0.0013813105806104752,0.0013183400012009127,3.8853436966875217,11.449552323759239,41.848536414073074,0.0,5.958187643906492,5
0.1,0.01,3,500,0.00352029378240686,0.003602422718586,0.3058823529411765,0.3002437957116959,0.6775170344439582,0.6805501031443395,0.2824474041486233,0.2644454333478672,0.6655072196752416,0.6686341853902573,3.2663144660411367,766.5499302984597,246.1,0.0,105.6,6.46016718620017e-05,6.516597991821942e-05,0.0,0.0,0.002331836343231115,0.0023793475285187405,0.0,0.0,0.002370971741151473,0.0026970345409830206,0.7432002811359751,17.246208864937216,63.196518891470596,0.0,2.1908902300206656,5
0.1,0.01,3,1000,0.00583884198638574,0.00596321389211988,0.3058823529411765,0.3002437957116959,0.6733612552353566,0.6755491654685253,0.2824474041486233,0.2644454333478672,0.6584984595217473,0.6605653429449002,2.424424351609239,1291.5622531725705,555.9,0.0,63.0,0.00021725046564781146,0.00022249875289513584,0.0,0.0,0.0012541477792500707,0.0012862050529093266,0.0,0.0,0.0015546966323310304,0.001382013667611385,0.6609236602738994,42.89449765885688,107.62980535149174,0.0,2.121320343559642,5
0.1,0.1,2,100,0.0005018510276896001,0.0005426607517584,0.3058823529411765,0.3002437957116959,0.6494092642370445,0.6717109458023379,0.2824474041486233,0.2644454333478672,0.6488729141975963,0.6709320802550589,4.860975391266071,116.90540207295471,35.8,0.0,684.6,6.651093820910221e-06,6.2905464257797865e-06,0.0,0.0,0.0012186098438484918,0.0008854361051757561,0.0,0.0,0.0011723975358610404,0.0009289317707492393,4.6305809960078665,1.3686767686687584,16.05692996808543,0.0,7.797435475847161,5
0.1,0.1,2,250,0.0013055077300191801,0.00135758578580554,0.3058823529411765,0.3002437957116959,0.6732362317934613,0.6822529224229543,0.2824474041486233,0.2644454333478672,0.6684544923796659,0.6770929653812725,1.6755123085286123,284.57596925006527,170.4,0.0,281.4,1.1620904822792613e-05,1.1295524476602474e-05,0.0,0.0,0.0012742090865390046,0.0011681498907843675,0.0,0.0,0.0013060351536759204,0.00124243844686436,0.10787254586653895,1.7583929194874857,10.824740181639466,0.0,1.8165902124584923,5
0.1,0.1,2,500,0.00258144363092874,0.0026482208380321,0.3058823529411765,0.3002437957116959,0.678572232293555,0.6825779833718821,0.2824474041486233,0.2644454333478672,0.6691723668576803,0.6730728665302976,2.186586212739634,557.9862408598185,255.9,0.0,144.4,3.8483142584956446e-05,3.76910344571943e-05,0.0,0.0,0.0007156759420390889,0.001015002487706206,0.0,0.0,0.0007836185742597421,0.0009939257627639413,0.14364311816021727,8.095467001280262,13.992855319769443,0.0,2.302172886644265,5
0.1,0.1,2,1000,0.004890325494588741,0.0049998987422754,0.3058823529411765,0.3002437957116959,0.6716534350190659,0.674211414640245,0.2824474041486233,0.2644454333478672,0.657754182971457,0.6602740908164687,2.7288526145777996,1082.007785602504,507.1,0.0,74.8,8.596782902856846e-05,8.442083216720026e-05,0.0,0.0,0.004779121435752363,0.004637522085992673,0.0,0.0,0.005225403712728293,0.00514487568744808,1.6399591976970411,7.094920570274067,244.10766067454745,0.0,0.44721359549995715,5
0.1,0.1,3,100,0.00045862335329662,0.00049981684065148,0.3058823529411765,0.3002437957116959,0.6451484653372507,0.669985622304182,0.2824474041486233,0.2644454333478672,0.6451664170971404,0.6698798541593767,2.451292534343292,108.17283395671146,51.1,0.0,739.8,5.2489040596356985e-06,4.958574516913145e-06,0.0,0.0,0.001608469217611449,0.0011335979650884027,0.0,0.0,0.0015498156521215488,0.0012051387902183362,0.9501387182630454,0.8331807978306384,24.234273250914704,0.0,5.932958789676526,5
0.1,0.1,3,250,0.00120844455793944,0.00126105523036628,0.3058823529411765,0.3002437957116959,0.6705582296680628,0.6808001500281302,0.2824474041486233,0.2644454333478672,0.6661873459810523,0.6762717960781217,1.928496160474797,265.360727319655,142.2,0.0,301.8,1.4041319446990114e-05,1.2968401069749731e-05,0.0,0.0,0.00092848741403501,0.000716647193983608,0.0,0.0,0.0008904513427641056,0.0007852985702624666,0.3816477193521,2.5386617839251806,29.513979738422265,0.0,2.9495762407505293,5
0.1,0.1,3,500,0.00244281531355072,0.00251105585447918,0.3058823529411765,0.3002437957116959,0.6762017878352191,0.6809076701881602,0.2824474041486233,0.2644454333478672,0.6669031492292847,0.6716025721994195,1.9630437317428975,530.953220121642,298.5,0.0,151.6,1.2861217183467919e-05,1.3896175871341715e-05,0.0,0.0,0.001019305318451232,0.0010149100845481477,0.0,0.0,0.0011027822375279412,0.0008249036036874476,0.7276352466165101,4.009583492277898,95.35263499243217,0.0,1.1401754250991398,5
0.1,0.1,3,1000,0.00478047154391068,0.004879804483907841,0.3058823529411765,0.3002437957116959,0.6739338625992374,0.6759417390760768,0.2824474041486233,0.2644454333478672,0.6608817474301566,0.6626101998735148,1.9657507764463589,1048.7114954954955,534.3,0.0,77.0,5.617667710651579e-05,5.880551459614988e-05,0.0,0.0,0.000580423937856283,0.0004006021094887693,0.0,0.0,0.0007451726047279516,0.00041724467557742147,0.09290657021672734,11.034209132227433,21.733039364065032,0.0,0.9999999999999987,5
