confidence,feature_proportion,n_clusters,n_samples,acc (ht-dd) (mean),acc (ht-dd) (std),count,stream
0.1,0.1,3,1000,0.8110100267120902,0.0019715095413564,5,SineClusters
0.1,0.01,3,1000,0.8105674060882919,0.0023623567067716,5,SineClusters
0.01,0.1,3,500,0.7933142348341141,0.0002721266595556,5,WaveformDrift2
0.01,0.1,2,500,0.7911888815764004,0.0013959605318574,5,WaveformDrift2
0.01,0.1,2,250,0.7902184713457989,0.0009455428054614,5,WaveformDrift2
0.01,0.1,2,1000,0.790009420205696,0.0027451063492134,5,WaveformDrift2
0.1,0.1,2,1000,0.7860632573264682,0.0021361367569729,5,WaveformDrift2
0.01,0.1,2,100,0.7859664743912353,0.0013558625645388,5,WaveformDrift2
0.01,0.1,3,1000,0.7857432284206316,0.0045026720494515,5,WaveformDrift2
0.01,0.1,3,250,0.7854722362019795,0.0019548523829461,5,WaveformDrift2
0.1,0.1,3,1000,0.7849341230820849,0.0020800471916924,5,WaveformDrift2
0.1,0.1,2,500,0.7835843237453706,0.0019844807964891,5,WaveformDrift2
0.01,0.1,3,100,0.7825145497012633,0.0022537815988145,5,WaveformDrift2
0.1,0.1,3,500,0.781529944640161,0.0012199547745047,5,WaveformDrift2
0.1,0.01,3,500,0.7775192598041113,0.0019490469506239,5,WaveformDrift2
0.1,0.01,3,250,0.7749719329487824,0.0018486154309803,5,WaveformDrift2
0.1,0.01,3,1000,0.7736531041513427,0.0019869494437183,5,WaveformDrift2
0.1,0.01,2,500,0.7725355838591873,0.0040386812650255,5,WaveformDrift2
0.1,0.01,2,250,0.7714658098150802,0.0013183937391029,5,WaveformDrift2
0.1,0.1,2,250,0.7656343153575161,0.0011336840150063,5,WaveformDrift2
0.1,0.01,2,1000,0.7654007458738208,0.0031166663208674,5,WaveformDrift2
0.1,0.1,3,250,0.7635296091259856,0.001248175545362,5,WaveformDrift2
0.01,0.01,3,100,0.7622959493115508,0.0051910779376081,5,WaveformDrift2
0.1,0.01,2,100,0.76113326364962,0.0012856475504649,5,WaveformDrift2
0.01,0.01,2,100,0.7592492225104203,0.0019882187375593,5,WaveformDrift2
0.01,0.01,3,250,0.7514588414437433,0.0058980067410961,5,WaveformDrift2
0.1,0.01,3,100,0.7489244189797788,0.0005364526376733,5,WaveformDrift2
0.01,0.01,2,250,0.7487592427703148,0.0016136836917044,5,WaveformDrift2
0.01,0.01,2,500,0.7472958847895939,0.0034824724281832,5,WaveformDrift2
0.1,0.1,2,100,0.7282464222574943,0.0025461577394344,5,WaveformDrift2
0.01,0.01,3,1000,0.7256113455408876,0.0193878912298622,5,WaveformDrift2
0.1,0.1,3,100,0.7202198908288491,0.0024367654735288,5,WaveformDrift2
0.01,0.01,3,500,0.7163911579110371,0.0061799263626081,5,WaveformDrift2
0.01,0.01,2,1000,0.7063425083555934,0.006942822495902,5,WaveformDrift2
